,bead,fcs_files,id,plan,replicate,gate,input,media,od,strain
63,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5093_R14382_R31317.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5093_R14382_R31317/1,r1bd4arh2jwg6,3.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
64,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5093_R14495_R31092.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5093_R14495_R31092/1,r1bd4arh2jwg6,3.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
65,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5093_R14608_R30867.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5093_R14608_R30867/1,r1bd4arh2jwg6,3.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
66,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5222_R13919_R30642.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5222_R13919_R30642/1,r1bd4arh2jwg6,0.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
67,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5222_R14032_R30417.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5222_R14032_R30417/1,r1bd4arh2jwg6,0.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
68,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5222_R14145_R30192.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5222_R14145_R30192/1,r1bd4arh2jwg6,0.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
69,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5351_R13456_R29967.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5351_R13456_R29967/1,r1bd4arh2jwg6,1.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
70,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5351_R13569_R29742.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5351_R13569_R29742/1,r1bd4arh2jwg6,1.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
71,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5351_R13682_R29517.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5351_R13682_R29517/1,r1bd4arh2jwg6,1.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
72,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5480_R12993_R29292.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5480_R12993_R29292/1,r1bd4arh2jwg6,2.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
73,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5480_R13106_R29067.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5480_R13106_R29067/1,r1bd4arh2jwg6,2.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
74,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2509_R5480_R13219_R28842.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2509_R5480_R13219_R28842/1,r1bd4arh2jwg6,2.0,UWBF_XNOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7377/1
75,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R3880_R12530_R28617.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R3880_R12530_R28617/1,r1bd4arh2jwg6,4.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
76,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R3880_R12643_R28392.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R3880_R12643_R28392/1,r1bd4arh2jwg6,4.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
77,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R3880_R12756_R28167.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R3880_R12756_R28167/1,r1bd4arh2jwg6,4.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
78,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4009_R12067_R27942.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4009_R12067_R27942/1,r1bd4arh2jwg6,5.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
79,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4009_R12180_R27717.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4009_R12180_R27717/1,r1bd4arh2jwg6,5.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
80,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4009_R12293_R27492.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4009_R12293_R27492/1,r1bd4arh2jwg6,5.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
81,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4138_R11604_R27267.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4138_R11604_R27267/1,r1bd4arh2jwg6,3.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
82,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4138_R11717_R27042.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4138_R11717_R27042/1,r1bd4arh2jwg6,3.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
83,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4138_R11830_R26817.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4138_R11830_R26817/1,r1bd4arh2jwg6,3.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
84,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4267_R11141_R26592.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4267_R11141_R26592/1,r1bd4arh2jwg6,0.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
85,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4267_R11254_R26367.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4267_R11254_R26367/1,r1bd4arh2jwg6,0.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
86,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4267_R11367_R26142.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4267_R11367_R26142/1,r1bd4arh2jwg6,0.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
87,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4396_R10678_R25917.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4396_R10678_R25917/1,r1bd4arh2jwg6,1.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
88,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4396_R10791_R25692.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4396_R10791_R25692/1,r1bd4arh2jwg6,1.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
89,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4396_R10904_R25467.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4396_R10904_R25467/1,r1bd4arh2jwg6,1.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
90,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4525_R10215_R25242.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4525_R10215_R25242/1,r1bd4arh2jwg6,2.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
91,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4525_R10328_R25017.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4525_R10328_R25017/1,r1bd4arh2jwg6,2.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
92,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd4arh2jwg6/3/instrument_output/s2536_R4525_R10441_R24792.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd4arh2jwg6/s2536_R4525_R10441_R24792/1,r1bd4arh2jwg6,2.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
0,https://hub.sd2e.org/user/sd2e/design/beads_spherotech_rainbow/1,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s1185_R45698.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s1185_R45698/1,r1bd6ma3q8btb,0.0,,,,,
1,https://hub.sd2e.org/user/sd2e/design/beads_spherotech_rainbow/1,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s1185_R45800.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s1185_R45800/1,r1bd6ma3q8btb,1.0,,,,,
2,https://hub.sd2e.org/user/sd2e/design/beads_spherotech_rainbow/1,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s1185_R45902.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s1185_R45902/1,r1bd6ma3q8btb,2.0,,,,,
3,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R7700_R23642_R44817.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R7700_R23642_R44817/1,r1bd6ma3q8btb,4.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
4,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R7700_R23755_R44592.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R7700_R23755_R44592/1,r1bd6ma3q8btb,4.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
5,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R7700_R23868_R44367.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R7700_R23868_R44367/1,r1bd6ma3q8btb,4.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
6,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R7829_R23179_R44142.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R7829_R23179_R44142/1,r1bd6ma3q8btb,5.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
7,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R7829_R23292_R43917.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R7829_R23292_R43917/1,r1bd6ma3q8btb,5.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
8,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R7829_R23405_R43692.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R7829_R23405_R43692/1,r1bd6ma3q8btb,5.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
9,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R7958_R22716_R43467.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R7958_R22716_R43467/1,r1bd6ma3q8btb,3.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
10,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R7958_R22829_R43242.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R7958_R22829_R43242/1,r1bd6ma3q8btb,3.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
11,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R7958_R22942_R43017.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R7958_R22942_R43017/1,r1bd6ma3q8btb,3.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
12,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R8087_R22253_R42792.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R8087_R22253_R42792/1,r1bd6ma3q8btb,0.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
13,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R8087_R22366_R42567.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R8087_R22366_R42567/1,r1bd6ma3q8btb,0.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
14,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R8087_R22479_R42342.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R8087_R22479_R42342/1,r1bd6ma3q8btb,0.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
15,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R8216_R21790_R42117.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R8216_R21790_R42117/1,r1bd6ma3q8btb,1.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
16,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R8216_R21903_R41892.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R8216_R21903_R41892/1,r1bd6ma3q8btb,1.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
17,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R8216_R22016_R41667.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R8216_R22016_R41667/1,r1bd6ma3q8btb,1.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
18,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R8345_R21327_R41442.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R8345_R21327_R41442/1,r1bd6ma3q8btb,2.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
19,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R8345_R21440_R41217.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R8345_R21440_R41217/1,r1bd6ma3q8btb,2.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
20,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2428_R8345_R21553_R40992.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2428_R8345_R21553_R40992/1,r1bd6ma3q8btb,2.0,UWBF_XNOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7300/1
21,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2455_R6745_R20864_R40767.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2455_R6745_R20864_R40767/1,r1bd6ma3q8btb,4.0,UWBF_XNOR,"[0, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_8231/1
22,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2455_R6745_R20977_R40542.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2455_R6745_R20977_R40542/1,r1bd6ma3q8btb,4.0,UWBF_XNOR,"[0, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_8231/1
23,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2455_R6745_R21090_R40317.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2455_R6745_R21090_R40317/1,r1bd6ma3q8btb,4.0,UWBF_XNOR,"[0, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_8231/1
24,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2455_R6874_R20401_R40092.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2455_R6874_R20401_R40092/1,r1bd6ma3q8btb,5.0,UWBF_XNOR,"[0, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_8231/1
25,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2455_R6874_R20514_R39867.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2455_R6874_R20514_R39867/1,r1bd6ma3q8btb,5.0,UWBF_XNOR,"[0, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_8231/1
26,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2455_R6874_R20627_R39642.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2455_R6874_R20627_R39642/1,r1bd6ma3q8btb,5.0,UWBF_XNOR,"[0, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_8231/1
27,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bd6ma3q8btb/3/instrument_output/s2455_R7003_R19938_R39417.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bd6ma3q8btb/s2455_R7003_R19938_R39417/1,r1bd6ma3q8btb,3.0,UWBF_XNOR,"[0, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_8231/1
